flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp
IBE8589,Canadair Crj-200,2018-04-15,16:00,Almeria,LEI,1,Salida prevista a las 16:00,8.0,20.0,Despejado,19 - 21,2,2018-04-15,17:10,Madrid-Barajas Adolfo Suárez,MAD,,Llegada prevista a las 17:10,5.0,17.0,Nubosidad variable,,,2018-04-14 16:56:08
IBE0449,Airbus A319,2018-04-14,17:35,Bilbao,BIO,O,Salida prevista a las 17:35,10.0,19.0,Nubosidad variable,16 - 18,1,2018-04-14,18:50,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 18:38,5.0,17.0,Nubosidad variable,10,17,2018-04-14 16:56:08
AFR1577,Embraer 170,2018-04-14,18:05,Bilbao,BIO,O,Salida prevista a las 18:05,10.0,19.0,Nubosidad variable,23 - 24,2,,,Paris /Charles De Gaulle,CDG,,,,,,,,2018-04-14 16:56:09
RYR5462,Boeing 737-800 Winglets,2018-04-14,14:45,Madrid-Barajas Adolfo Suárez,MAD,1,El vuelo ha despegado a las 15:13,5.0,17.0,Nubosidad variable,357 - 360,C45,,,Bruselas /Charleroi,CRL,,,,,,,,2018-04-14 16:55:55
AEA1671,Embraer Erj-195,2018-04-14,14:50,Madrid-Barajas Adolfo Suárez,MAD,2,El vuelo ha despegado a las 15:35,5.0,17.0,Nubosidad variable,505 - 520,E72,,,Zurich,ZRH,,,,,,,,2018-04-14 16:55:57
AEA1143,Atr-72,2018-04-14,14:50,Madrid-Barajas Adolfo Suárez,MAD,2,El vuelo ha despegado a las 14:57,5.0,17.0,Nubosidad variable,505 - 520,D59,,,Oporto,OPO,,,,,,,,2018-04-14 16:55:59
IBE3172,Airbus A320,2018-04-14,15:00,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 14:59,5.0,17.0,Nubosidad variable,850 - 859,H3,,,Londres / Heathrow,LHR,,,,,,,,2018-04-14 16:56:00
AEA1015,Boeing 737-800 Winglets,2018-04-14,15:00,Madrid-Barajas Adolfo Suárez,MAD,1,El vuelo ha despegado a las 15:18,5.0,17.0,Nubosidad variable,212 - 222,B29,,,Londres /Gatwick,LGW,,,,,,,,2018-04-14 16:56:01
IBS3940,Airbus A320,2018-04-14,15:00,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 14:59,5.0,17.0,Nubosidad variable,810 - 859,K74,2018-04-14,16:50,Tenerife Norte,TFN,1,Llegada prevista a las 16:30,17.0,22.0,Despejado,1,1,2018-04-14 16:56:03
VLG1500,Airbus A320,2018-04-14,15:00,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 15:11,5.0,17.0,Nubosidad variable,760 - 763,J46,2018-04-14,16:20,Barcelona-El Prat,BCN,T1,El vuelo ha aterrizado a las 16:23,13.0,17.0,Lluvia,T1_G,15,2018-04-14 16:56:04
AEA1047,Boeing 737-800 Winglets,2018-04-14,15:00,Madrid-Barajas Adolfo Suárez,MAD,2,El vuelo ha despegado a las 15:01,5.0,17.0,Nubosidad variable,505 - 520,E70,,,Roma /Fiumicino,FCO,,,,,,,,2018-04-14 16:56:10
ENT574,Boeing 737-800,2018-04-15,16:00,Granada-Jaén F.G.L.,GRX,,Salida prevista a las 16:00,5.0,19.0,Nubosidad variable,,,,,Estocolmo /Arlanda,ARN,,,,,,,,2018-04-14 16:56:13
AZA083,Airbus A320,2018-04-14,17:55,Valencia,VLC,1,Salida prevista a las 17:55,10.0,18.0,Nubosidad variable,58 - 61,D14,,,Roma /Fiumicino,FCO,,,,,,,,2018-04-14 16:56:08
VLG3695,Airbus A320,2018-04-14,18:00,Valencia,VLC,1,Salida prevista a las 18:00,10.0,18.0,Nubosidad variable,15 - 24,R53,2018-04-14,18:45,Ibiza,IBZ,1,Llegada prevista a las 18:45,12.0,16.0,Llovizna,02,06,2018-04-14 16:56:09
VLG1315,Airbus A320,2018-04-14,18:05,Valencia,VLC,1,Salida prevista a las 18:05,10.0,18.0,Nubosidad variable,26 - 27,C10,2018-04-14,19:05,Barcelona-El Prat,BCN,T1,Llegada prevista a las 19:05,13.0,17.0,Lluvia,T1_G,08,2018-04-14 16:56:10
RYR1070,Boeing 737-800 Winglets,2018-04-14,18:15,Valencia,VLC,1,Salida prevista a las 18:15,10.0,18.0,Nubosidad variable,35 - 36,F18,,,Edimburgo,EDI,,,,,,,,2018-04-14 16:56:12
DLH1465,Airbus A321,2018-04-14,19:20,Valencia,VLC,1,Salida prevista a las 19:20,10.0,18.0,Nubosidad variable,54 - 57,A2,,,Frankfurt,FRA,,,,,,,,2018-04-14 16:56:13
AEA4060,Atr-72,2018-04-14,19:35,Valencia,VLC,1,Salida prevista a las 19:35,10.0,18.0,Nubosidad variable,15 - 24,R58,2018-04-14,20:45,Madrid-Barajas Adolfo Suárez,MAD,2,Llegada prevista a las 20:43,5.0,17.0,Nubosidad variable,06,13,2018-04-14 16:56:15
CSA689,Boeing 737-800 Winglets,2018-04-14,14:35,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 15:23,13.0,17.0,Lluvia,258 - 260,B36,,,Praga,PRG,,,,,,,,2018-04-14 16:55:56
EZY1698,32A,2018-04-14,14:45,Barcelona-El Prat,BCN,T2 C,El vuelo ha despegado a las 15:43,13.0,17.0,Lluvia,C24 - C33,R11,,,Niza /Cote D-Azur,NCE,,,,,,,,2018-04-14 16:55:58
EZY8574,Airbus A319,2018-04-14,14:45,Barcelona-El Prat,BCN,T2 C,El vuelo ha despegado a las 15:09,13.0,17.0,Lluvia,C24 - C33,M06,,,Londres /Gatwick,LGW,,,,,,,,2018-04-14 16:55:59
RYR2233,Boeing 737-800 Winglets,2018-04-14,14:45,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 15:00,13.0,17.0,Lluvia,B65 - B71,W42,,,Nador / El Aroui,NDR,,,,,,,,2018-04-14 16:56:01
IBK5552,Boeing 737-800 Winglets,2018-04-14,14:50,Barcelona-El Prat,BCN,T2 B,Salida prevista a las 17:30,13.0,17.0,Lluvia,B72 - B81,U31,,,Estocolmo /Arlanda,ARN,,,,,,,,2018-04-14 16:56:02
BAW475,Airbus A320,2018-04-14,14:50,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 15:54,13.0,17.0,Lluvia,260 - 264,D08,,,Londres / Heathrow,LHR,,,,,,,,2018-04-14 16:56:03
SWR1955,Airbus A321,2018-04-14,14:55,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 15:33,13.0,17.0,Lluvia,601 - 607,B24,,,Zurich,ZRH,,,,,,,,2018-04-14 16:56:04
AFR1649,Airbus A320,2018-04-14,15:00,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 15:29,13.0,17.0,Lluvia,701 - 706,B28,,,Paris /Charles De Gaulle,CDG,,,,,,,,2018-04-14 16:56:05
SBI892,Airbus A321,2018-04-14,15:05,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 15:13,13.0,17.0,Lluvia,651 - 653,E74,,,Moscu /Domodedovo,DME,,,,,,,,2018-04-14 16:56:08
VLG2123,32A,2018-04-14,15:10,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 15:40,13.0,17.0,Lluvia,501 - 514,B56,2018-04-14,16:50,Malaga-Costa Del Sol,AGP,2,Llegada prevista a las 17:04,11.0,21.0,Despejado,2,27,2018-04-14 16:56:09
AEA6071,Boeing 737-800 Winglets,2018-04-14,15:10,Barcelona-El Prat,BCN,T1,El vuelo ha despegado a las 15:23,13.0,17.0,Lluvia,712 - 714,B40,2018-04-14,15:55,Palma De Mallorca,PMI,N,El vuelo ha aterrizado a las 16:07,11.0,15.0,Lluvia moderada,NT,13,2018-04-14 16:56:11
TRA5136,Boeing 737-700 Winglets,2018-04-14,15:20,Barcelona-El Prat,BCN,T2 B,El vuelo ha despegado a las 15:56,13.0,17.0,Lluvia,B3 - B12,U33,,,Amsterdam /Schiphol,AMS,,,,,,,,2018-04-14 16:56:16
IBB170,Atr-72,2018-04-14,17:00,Tenerife Norte,TFN,1,Salida prevista a las 17:00,17.0,22.0,Despejado,21 - 26,4B,2018-04-14,17:30,Gran Canaria,LPA,,Llegada prevista a las 17:30,17.0,21.0,Nubes altas,01,13,2018-04-14 16:56:16
RYR4482,Boeing 737-800 Winglets,2018-04-15,16:00,Girona - Costa Brava,GRO,1,Salida prevista a las 16:00,10.0,16.0,Lluvia,27 - 33,,,,Riga,RIX,,,,,,,,2018-04-14 16:56:16
RYR5122,Boeing 737-800 Winglets,2018-04-15,16:50,Girona - Costa Brava,GRO,1,Salida prevista a las 16:50,10.0,16.0,Lluvia,27 - 33,,,,Poznan /Lawica,POZ,,,,,,,,2018-04-14 16:56:19
IBB663,Atr-72,2018-04-15,15:10,Tenerife Norte,TFN,1,Salida prevista a las 15:10,17.0,22.0,Despejado,21 - 26,,2018-04-15,15:45,El Hierro,VDE,,Llegada prevista a las 15:45,12.0,20.0,Despejado,,,2018-04-14 16:56:20
NVR180,32B,2018-04-14,14:50,Gran Canaria,LPA,,El vuelo ha despegado a las 14:44,17.0,21.0,Nubes altas,311 - 315,C11,,,Oslo / Gardermoen,OSL,,,,,,,,2018-04-14 16:56:04
NVR164,32B,2018-04-14,14:50,Gran Canaria,LPA,,El vuelo ha despegado a las 14:54,17.0,21.0,Nubes altas,311 - 315,C23,,,Estocolmo /Arlanda,ARN,,,,,,,,2018-04-14 16:56:07
IBS3825,Airbus A320,2018-04-14,15:00,Gran Canaria,LPA,,El vuelo ha despegado a las 14:48,17.0,21.0,Nubes altas,206 - 208,B02,2018-04-14,18:50,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 18:23,5.0,17.0,Nubosidad variable,10,15,2018-04-14 16:56:13
SAS7736,Airbus A321,2018-04-14,15:05,Gran Canaria,LPA,,Salida prevista a las 17:00,17.0,21.0,Nubes altas,308 - 310,C10,,,Billund,BLL,,,,,,,,2018-04-14 16:56:15
VLG3182,Airbus A320,2018-04-14,15:25,Gran Canaria,LPA,,El vuelo ha despegado a las 15:25,17.0,21.0,Nubes altas,201 - 204,C14,,,Lyon,LYS,,,,,,,,2018-04-14 16:56:20
VLG3003,Airbus A321,2018-04-14,15:30,Gran Canaria,LPA,,El vuelo ha despegado a las 15:36,17.0,21.0,Nubes altas,201 - 204,C02,2018-04-14,19:45,Barcelona-El Prat,BCN,T1,Llegada prevista a las 19:31,13.0,17.0,Lluvia,T1_G,08,2018-04-14 16:56:21
IBK1065,Boeing 737-800 Winglets,2018-04-14,15:25,Tenerife Sur,TFS,T,El vuelo ha despegado a las 15:32,17.0,22.0,Despejado,38 - 40,1,,,Roma /Fiumicino,FCO,,,,,,,,2018-04-14 16:56:08
EWG7533,Boeing 737-800 Winglets,2018-04-14,15:30,Tenerife Sur,TFS,T,El vuelo ha despegado a las 15:47,17.0,22.0,Despejado,28 - 30,2,,,Hamburgo,HAM,,,,,,,,2018-04-14 16:56:12
GMI4919,Boeing 737-700 Winglets,2018-04-14,15:45,Tenerife Sur,TFS,T,El vuelo ha despegado a las 15:53,17.0,22.0,Despejado,53 - 54,22,,,Berlin /Tegel,TXL,,,,,,,,2018-04-14 16:56:14
IBK509,Boeing 737-800 Winglets,2018-04-14,15:55,Tenerife Sur,TFS,T,Salida prevista a las 15:55,17.0,22.0,Despejado,38 - 42,27,,,Helsinki,HEL,,,,,,,,2018-04-14 16:56:15
EXS1664,Boeing 737-800 Winglets,2018-04-14,16:00,Tenerife Sur,TFS,T,El vuelo ha despegado a las 15:51,17.0,22.0,Despejado,78 - 85,9,,,Londres /Stansted,STN,,,,,,,,2018-04-14 16:56:19
BEL3782,Airbus A320,2018-04-14,16:25,Tenerife Sur,TFS,T,Salida prevista a las 16:25,17.0,22.0,Despejado,76 - 77,19,,,Bruselas,BRU,,,,,,,,2018-04-14 16:56:20
TUI2231,Boeing 737-700 Winglets,2018-04-14,16:25,Tenerife Sur,TFS,T,Salida prevista a las 16:25,17.0,22.0,Despejado,14 - 16,11,,,Saarbrucken,SCN,,,,,,,,2018-04-14 16:56:22
AEA7302,Embraer Erj-195,2018-04-15,10:40,Madrid-Barajas Adolfo Suárez,MAD,2,Salida prevista a las 10:40,5.0,17.0,Nubosidad variable,505 - 520,,2018-04-15,11:50,Vigo,VGO,1,Llegada prevista a las 11:50,6.0,16.0,Nubosidad variable,S1,2,2018-04-14 16:56:23
CNF413,Atr-72,2018-04-15,08:50,La Palma,SPC,N,Salida prevista a las 08:50,17.0,21.0,Nubes altas,07 - 07,9,2018-04-15,09:20,Tenerife Norte,TFN,,Llegada prevista a las 09:20,17.0,22.0,Despejado,,,2018-04-14 16:56:14
IBB608,Atr-72,2018-04-15,09:00,La Palma,SPC,N,Salida prevista a las 09:00,17.0,21.0,Nubes altas,01 - 02,4,2018-04-15,09:30,Tenerife Norte,TFN,,Llegada prevista a las 09:30,17.0,22.0,Despejado,,,2018-04-14 16:56:21
TVS2434,Boeing 737-800 Winglets,2018-04-15,09:15,La Palma,SPC,N,Salida prevista a las 09:15,17.0,21.0,Nubes altas,17 - 19,3,,,Paris /Charles De Gaulle,CDG,,,,,,,,2018-04-14 16:56:23
AFL2621,Boeing 737-800 Winglets,2018-04-14,15:45,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 15:49,11.0,21.0,Despejado,311 - 315,B18,,,Moscu /Sheremetyevo,SVO,,,,,,,,2018-04-14 16:56:01
SAS6026,32A,2018-04-14,15:45,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 15:41,11.0,21.0,Despejado,352 - 353,D52,,,Malmo-Sturup,MMX,,,,,,,,2018-04-14 16:56:01
EZY8608,Airbus A319,2018-04-14,15:50,Malaga-Costa Del Sol,AGP,2,El vuelo ha despegado a las 16:31,11.0,21.0,Despejado,254 - 261,C37,,,Londres /Gatwick,LGW,,,,,,,,2018-04-14 16:56:03
RYR2924,Boeing 737-800 Winglets,2018-04-14,15:55,Malaga-Costa Del Sol,AGP,2,El vuelo ha despegado a las 15:55,11.0,21.0,Despejado,221 - 227,D61,,,Bruselas,BRU,,,,,,,,2018-04-14 16:56:04
RYR9157,Boeing 737-800 Winglets,2018-04-14,16:00,Malaga-Costa Del Sol,AGP,2,El vuelo ha despegado a las 16:03,11.0,21.0,Despejado,221 - 227,B14,,,Dublin,DUB,,,,,,,,2018-04-14 16:56:06
VOE2215,Airbus A319,2018-04-14,16:10,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 16:10,11.0,21.0,Despejado,332 - 333,D54,,,Nantes-Atlantique,NTE,,,,,,,,2018-04-14 16:56:08
RAM985,Atr-72,2018-04-14,16:30,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 16:43,11.0,21.0,Despejado,334 - 336,B12,,,Casablanca /Mohamed V,CMN,,,,,,,,2018-04-14 16:56:10
IBK5106,Boeing 737-800 Winglets,2018-04-14,16:35,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 16:29,11.0,21.0,Despejado,365 - 367,D65,,,Hannover,HAJ,,,,,,,,2018-04-14 16:56:12
RYR2575,Boeing 737-800 Winglets,2018-04-14,16:35,Malaga-Costa Del Sol,AGP,2,El vuelo ha despegado a las 16:38,11.0,21.0,Despejado,221 - 227,D63,,,Eindhoven,EIN,,,,,,,,2018-04-14 16:56:13
EZY2408,Airbus A319,2018-04-14,16:40,Malaga-Costa Del Sol,AGP,2,El vuelo ha despegado a las 16:39,11.0,21.0,Despejado,254 - 261,C38,,,Londres /Luton,LTN,,,,,,,,2018-04-14 16:56:14
AEA1037,Boeing 737-800 Winglets,2018-04-14,16:45,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 16:41,11.0,21.0,Despejado,342 - 344,D48,,,Paris /Charles De Gaulle,CDG,,,,,,,,2018-04-14 16:56:16
KLM1040,Boeing 737-800 Winglets,2018-04-14,16:50,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 16:47,11.0,21.0,Despejado,355 - 357,D68,,,Amsterdam /Schiphol,AMS,,,,,,,,2018-04-14 16:56:18
BEE4312,Embraer Erj-195,2018-04-14,16:50,Malaga-Costa Del Sol,AGP,3,El vuelo ha despegado a las 16:50,11.0,21.0,Despejado,337 - 338,C36,,,Exeter,EXT,,,,,,,,2018-04-14 16:56:19
EZY8610,Airbus A319,2018-04-14,17:10,Malaga-Costa Del Sol,AGP,2,Salida prevista a las 17:10,11.0,21.0,Despejado,254 - 261,C33,,,Londres /Gatwick,LGW,,,,,,,,2018-04-14 16:56:22
BTI678,Cs3,2018-04-14,17:10,Malaga-Costa Del Sol,AGP,3,Salida prevista a las 17:10,11.0,21.0,Despejado,339 - 341,D60,,,Riga,RIX,,,,,,,,2018-04-14 16:56:23
VLG6210,Airbus A320,2018-04-14,17:15,Malaga-Costa Del Sol,AGP,3,Salida prevista a las 17:15,11.0,21.0,Despejado,307 - 311,D44,,,Roma /Fiumicino,FCO,,,,,,,,2018-04-14 16:56:24
EWG7581,Airbus A319,2018-04-14,14:30,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:04,11.0,15.0,Lluvia moderada,154 - 186,C62,,,Hamburgo,HAM,,,,,,,,2018-04-14 16:55:51
RYR111,Boeing 737-800 Winglets,2018-04-14,14:35,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:56,11.0,15.0,Lluvia moderada,002 - 007,D92,,,Berlin /Schonefeld,SXF,,,,,,,,2018-04-14 16:55:52
TUI2129,Boeing 737-800 Winglets,2018-04-14,14:45,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:57,11.0,15.0,Lluvia moderada,031 - 033,D93,,,Frankfurt,FRA,,,,,,,,2018-04-14 16:55:54
TRA6512,Boeing 737-800 Winglets,2018-04-14,14:45,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:30,11.0,15.0,Lluvia moderada,061 - 067,C60,,,Eindhoven,EIN,,,,,,,,2018-04-14 16:55:54
EWG9583,32A,2018-04-14,14:50,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:08,11.0,15.0,Lluvia moderada,154 - 186,C42,,,Dusseldorf,DUS,,,,,,,,2018-04-14 16:55:56
VLG9003,Airbus A320,2018-04-14,15:00,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 14:59,11.0,15.0,Lluvia moderada,058 - 060,D80,,,Toulouse,TLS,,,,,,,,2018-04-14 16:55:57
SWR2157,32B,2018-04-14,15:00,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:32,11.0,15.0,Lluvia moderada,116 - 119,D84,,,Zurich,ZRH,,,,,,,,2018-04-14 16:55:58
DLH1153,32A,2018-04-14,15:05,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:25,11.0,15.0,Lluvia moderada,116 - 119,D94,,,Frankfurt,FRA,,,,,,,,2018-04-14 16:55:59
EWG6828,Airbus A320,2018-04-14,15:15,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:16,11.0,15.0,Lluvia moderada,154 - 186,C54,,,Bremen,BRE,,,,,,,,2018-04-14 16:56:01
ANE8633,Canadair Crj-200,2018-04-14,15:20,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:13,11.0,15.0,Lluvia moderada,054 - 055,B32,,,Valencia,VLC,,,,,,,,2018-04-14 16:56:03
EZY1516,32A,2018-04-14,15:20,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 16:13,11.0,15.0,Lluvia moderada,078 - 085,C67,,,Ginebra,GVA,,,,,,,,2018-04-14 16:56:04
EWG6800,32A,2018-04-14,15:25,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:27,11.0,15.0,Lluvia moderada,154 - 186,C72,,,Leipzig,LEJ,,,,,,,,2018-04-14 16:56:05
EWG9593,Airbus A320,2018-04-14,15:25,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:45,11.0,15.0,Lluvia moderada,154 - 186,C68,,,Dusseldorf,DUS,,,,,,,,2018-04-14 16:56:07
IBK6652,Boeing 737-800 Winglets,2018-04-14,15:30,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:27,11.0,15.0,Lluvia moderada,012 - 017,C48,,,Estocolmo /Arlanda,ARN,,,,,,,,2018-04-14 16:56:08
RYR9338,Boeing 737-800 Winglets,2018-04-14,15:30,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:42,11.0,15.0,Lluvia moderada,002 - 007,D99,,,Bruselas /Charleroi,CRL,,,,,,,,2018-04-14 16:56:10
IBK6622,Boeing 737-800 Winglets,2018-04-14,15:35,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:51,11.0,15.0,Lluvia moderada,012 - 017,C40,,,Oslo / Gardermoen,OSL,,,,,,,,2018-04-14 16:56:10
EWG8599,Airbus A319,2018-04-14,15:40,Palma De Mallorca,PMI,N,Salida prevista a las 18:45,11.0,15.0,Lluvia moderada,154 - 186,C48,,,Berlin /Tegel,TXL,,,,,,,,2018-04-14 16:56:13
VLG2858,Airbus A320,2018-04-14,15:50,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:49,11.0,15.0,Lluvia moderada,058 - 060,D90,,,Paris /Orly,ORY,,,,,,,,2018-04-14 16:56:19
TRA6192,Boeing 737-700 Winglets,2018-04-14,15:55,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:57,11.0,15.0,Lluvia moderada,061 - 067,C64,,,Rotterdam,RTM,,,,,,,,2018-04-14 16:56:22
EZY2274,Airbus A319,2018-04-14,15:55,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 16:11,11.0,15.0,Lluvia moderada,078 - 085,A14,,,Londres /Luton,LTN,,,,,,,,2018-04-14 16:56:25
AEA6066,Boeing 737-800 Winglets,2018-04-14,16:00,Palma De Mallorca,PMI,N,El vuelo ha despegado a las 15:55,11.0,15.0,Lluvia moderada,086 - 091,D88,2018-04-14,17:25,Madrid-Barajas Adolfo Suárez,MAD,2,Llegada prevista a las 17:01,5.0,17.0,Nubosidad variable,06,16,2018-04-14 16:56:26
EZY8666,Airbus A319,2018-04-14,16:30,Alicante-Elche,ALC,N,Salida prevista a las 17:35,10.0,22.0,Nubosidad variable,150 - 155,B27,,,Londres /Gatwick,LGW,,,,,,,,2018-04-14 16:56:18
RYR4025,Boeing 737-800 Winglets,2018-04-14,16:45,Alicante-Elche,ALC,N,El vuelo ha despegado a las 16:53,10.0,22.0,Nubosidad variable,50 - 54,B29,,,Hamburgo,HAM,,,,,,,,2018-04-14 16:56:19
IBK5374,Boeing 737-800 Winglets,2018-04-14,16:45,Alicante-Elche,ALC,N,Salida prevista a las 17:05,10.0,22.0,Nubosidad variable,70 - 75,C49,,,Copenhague,CPH,,,,,,,,2018-04-14 16:56:22
AEA4027,Atr-72,2018-04-14,16:50,Alicante-Elche,ALC,N,El vuelo ha despegado a las 16:47,10.0,22.0,Nubosidad variable,90 - 91,C46,2018-04-14,18:00,Palma De Mallorca,PMI,N,Llegada prevista a las 17:43,11.0,15.0,Lluvia moderada,NT,18,2018-04-14 16:56:26
IBB471,Atr-42/72,2018-04-14,16:35,Lanzarote,ACE,2,Salida prevista a las 16:35,15.0,22.0,Nubes altas,M3 - M4,P3,2018-04-14,17:25,Tenerife Norte,TFN,1,Llegada prevista a las 17:25,17.0,22.0,Despejado,1,3,2018-04-14 16:56:12
TVS3437,Boeing 737-800 Winglets,2018-04-14,16:40,Lanzarote,ACE,1,Salida prevista a las 16:40,15.0,22.0,Nubes altas,15 - 16,7,,,Lyon,LYS,,,,,,,,2018-04-14 16:56:14
EWG9555,Airbus A321,2018-04-14,16:45,Lanzarote,ACE,1,Salida prevista a las 16:45,15.0,22.0,Nubes altas,36 - 36,5,,,Dusseldorf,DUS,,,,,,,,2018-04-14 16:56:15
IBB523,Atr-72,2018-04-14,17:00,Lanzarote,ACE,2,Salida prevista a las 17:00,15.0,22.0,Nubes altas,M3 - M4,P4,2018-04-14,17:45,Gran Canaria,LPA,,Llegada prevista a las 17:45,17.0,21.0,Nubes altas,01,11,2018-04-14 16:56:16
TRA6358,Boeing 737-800 Winglets,2018-04-14,17:15,Lanzarote,ACE,1,Salida prevista a las 17:15,15.0,22.0,Nubes altas,37 - 38,10,,,Eindhoven,EIN,,,,,,,,2018-04-14 16:56:19
RYR2016,Boeing 737-800 Winglets,2018-04-14,17:25,Lanzarote,ACE,1,Salida prevista a las 17:25,15.0,22.0,Nubes altas,1 - 3,2,2018-04-14,21:05,Madrid-Barajas Adolfo Suárez,MAD,1,Llegada prevista a las 21:05,5.0,17.0,Nubosidad variable,02,10,2018-04-14 16:56:20
CNF550,Atr-72,2018-04-14,17:35,Lanzarote,ACE,2,Salida prevista a las 17:35,15.0,22.0,Nubes altas,M6 -,P3,2018-04-14,18:25,Tenerife Norte,TFN,1,Llegada prevista a las 18:25,17.0,22.0,Despejado,1,1,2018-04-14 16:56:27
EWG7527,Boeing 737-800 Winglets,2018-04-14,16:30,Fuerteventura,FUE,1,Salida prevista a las 16:30,16.0,22.0,Nubes altas,26 - 31,19,,,Hamburgo,HAM,,,,,,,,2018-04-14 16:56:15
DE1441,Boeing 757-300 Winglets,2018-04-14,16:35,Fuerteventura,FUE,1,Salida prevista a las 18:20,16.0,22.0,Nubes altas,54 - 60,,,,Hamburgo,HAM,,,,,,,,2018-04-14 16:56:16
EZS1222,Airbus A320,2018-04-14,16:35,Fuerteventura,FUE,1,Salida prevista a las 16:35,16.0,22.0,Nubes altas,05 - 06,15,,,Basel /Mulhouse,BSL,,,,,,,,2018-04-14 16:56:17
GMI1433,Airbus A319,2018-04-14,16:40,Fuerteventura,FUE,1,Salida prevista a las 16:40,16.0,22.0,Nubes altas,47 - 52,7,,,Berlin /Schonefeld,SXF,,,,,,,,2018-04-14 16:56:19
IBB221,Atr-42/72,2018-04-14,16:50,Fuerteventura,FUE,1,Salida prevista a las 16:50,16.0,22.0,Nubes altas,36 - 37,,2018-04-14,17:30,Gran Canaria,LPA,,Llegada prevista a las 17:30,17.0,21.0,Nubes altas,01,12,2018-04-14 16:56:20
IBB425,Atr-72,2018-04-14,16:50,Fuerteventura,FUE,1,Salida prevista a las 16:50,16.0,22.0,Nubes altas,36 - 37,18,2018-04-14,17:40,Tenerife Norte,TFN,1,Llegada prevista a las 17:40,17.0,22.0,Despejado,1,2,2018-04-14 16:56:24
GMI7123,Boeing 737-700 Winglets,2018-04-14,16:50,Fuerteventura,FUE,1,Salida prevista a las 17:00,16.0,22.0,Nubes altas,47 - 52,9,,,Dresden,DRS,,,,,,,,2018-04-14 16:56:25
DE1403,Boeing 757-200  Winglets,2018-04-14,17:05,Fuerteventura,FUE,1,Salida prevista a las 17:55,16.0,22.0,Nubes altas,54 - 60,,,,Frankfurt,FRA,,,,,,,,2018-04-14 16:56:27
TUI2139,Boeing 737-800 Winglets,2018-04-14,17:15,Fuerteventura,FUE,1,Salida prevista a las 17:15,16.0,22.0,Nubes altas,20 - 22,21,,,Frankfurt,FRA,,,,,,,,2018-04-14 16:56:29
RYR1283,Boeing 737-800 Winglets,2018-04-15,14:50,Barcelona-El Prat,BCN,T2 B,Salida prevista a las 14:50,13.0,17.0,Lluvia,B65 - B71,,2018-04-15,16:45,Jerez De La Frontera,XRY,,Llegada prevista a las 16:45,7.0,20.0,Nubosidad variable,1A,3,2018-04-14 16:56:29
